UBICACION,num_comisarias,personal,area_com,old_com,com_internet,nreu_codisec,juntas,per_juntas,redes,per_redes,n_patru,n_pat_int,serenazgos,n_vehi,conf_pnp,conf_muni,conf_pj,conf_mpfn,ANIO,denuncias
CUSCO+CANCHIS+CHECACUPE,1,16,200,50,0,2,1,10,0,0,12,3,9,6,2.19,2.12,2.16,2.21,2021,
CUSCO+CANCHIS+COMBAPATA,1,20,265.96,16,1,5,2,30,0,0,0,0,8,6,2.19,2.12,2.16,2.21,2021,
CUSCO+CANCHIS+MARANGANI,1,18,308.08,59,1,3,5,25,0,0,4,3,45,4,2.19,2.12,2.16,2.21,2021,
CUSCO+CANCHIS+PITUMARCA,1,15,173.1,21,1,3,1,11,1,11,8,2,6,6,2.23,1.92,1.46,2.31,2021,
CUSCO+CANCHIS+SICUANI,2,69,1026.8,22,2,14,10,118,9,56,16,3,49,21,2.16,1.87,1.91,2.04,2021,
CUSCO+CANCHIS+TINTA,1,16,222.06,29,1,2,2,30,0,0,7,3,10,3,2.19,2.12,2.16,2.21,2021,
CUSCO+CHUMBIVILCAS+LIVITACA,1,12,90,15,0,3,2,20,1,12,3,0,13,2,2.19,2.12,2.16,2.21,2021,
CUSCO+CHUMBIVILCAS+SANTO TOMAS,1,28,579.62,22,1,2,1,10,0,0,6,0,18,3,1.82,1.65,2,1.94,2021,
CUSCO+CHUMBIVILCAS+VELILLE,1,15,104.97,70,1,3,0,0,0,0,0,0,20,3,2.19,2.12,2.16,2.21,2021,1
CUSCO+CUSCO+CUSCO,4,352,1975.39,256,4,17,42,618,6,148,51,30,143,23,2.07,1.79,1.86,1.97,2021,5
CUSCO+CUSCO+POROY,1,46,443.55,41,1,8,12,240,6,90,11,6,20,6,2.19,2.12,2.16,2.21,2021,
CUSCO+CUSCO+SAN JERONIMO,1,83,423.5,51,1,2,3,30,0,0,15,9,36,10,2.15,2.09,1.98,2.05,2021,1
CUSCO+CUSCO+SAN SEBASTIAN,1,151,200,35,1,5,29,320,10,110,60,9,98,27,2.14,1.91,1.9,2,2021,4
CUSCO+CUSCO+SANTIAGO,3,319,770.72,81,3,17,16,170,8,60,163,22,64,16,2.23,1.85,1.94,1.99,2021,4
CUSCO+CUSCO+SAYLLA,1,47,254,21,1,2,4,70,2,60,3,6,7,3,2.19,2.12,2.16,2.21,2021,
CUSCO+CUSCO+WANCHAQ,1,138,698.46,23,1,2,6,71,1,25,15,18,45,15,2.24,1.93,1.8,1.87,2021,2
CUSCO+ESPINAR+ESPINAR,1,54,415.4,100,1,3,9,90,0,0,16,2,34,9,1.76,1.74,1.82,1.87,2021,1
CUSCO+LA CONVENCION+ECHARATE,3,52,929.3,63,1,7,50,500,0,0,14,9,35,15,2.42,2.42,2.36,2.36,2021,3
CUSCO+LA CONVENCION+HUAYOPATA,1,15,347,26,1,3,10,110,2,17,1,1,6,3,2.19,2.12,2.16,2.21,2021,
CUSCO+LA CONVENCION+MARANURA,2,27,553.94,64,2,8,9,90,0,0,4,6,4,2,2.19,2.12,2.16,2.21,2021,
CUSCO+LA CONVENCION+MEGANTONI,1,13,425,8,1,4,0,0,0,0,6,0,70,12,2.19,2.12,2.16,2.21,2021,
CUSCO+LA CONVENCION+OCOBAMBA,1,13,260,42,1,2,3,33,1,6,0,3,15,6,2.19,2.12,2.16,2.21,2021,
CUSCO+LA CONVENCION+PICHARI,2,64,940,10,1,30,10,104,0,0,35,6,35,11,2.3,2.02,2.21,2.12,2021,4
CUSCO+LA CONVENCION+QUELLOUNO,1,16,293.65,55,0,6,25,275,0,0,9,3,21,19,2.19,2.12,2.16,2.21,2021,1
CUSCO+LA CONVENCION+SANTA ANA,3,60,992,72,2,3,20,200,4,24,22,5,27,15,2.19,1.87,2.12,2.17,2021,5
CUSCO+LA CONVENCION+SANTA TERESA,1,16,300,9,1,1,4,40,1,6,11,2,0,0,2.19,2.12,2.16,2.21,2021,
CUSCO+LA CONVENCION+VILCABAMBA,1,11,1312.65,40,0,12,5,50,2,12,4,3,14,8,2.19,2.12,2.16,2.21,2021,2
CUSCO+PARURO+ACCHA,1,16,240.12,15,1,2,0,15,0,0,0,0,2,0,2.19,2.12,2.16,2.21,2021,
CUSCO+PARURO+CCAPI,1,42,500,14,1,4,9,106,8,40,3,3,0,0,2.19,2.12,2.16,2.21,2021,
CUSCO+PARURO+HUANOQUITE,1,16,350,13,0,6,10,100,0,0,9,6,0,0,2.19,2.12,2.16,2.21,2021,
CUSCO+PARURO+PARURO,1,22,221,51,1,1,3,30,0,0,0,0,8,2,2.19,2.12,2.16,2.21,2021,
CUSCO+PARURO+YAURISQUE,1,24,73.8,8,1,3,0,0,0,0,0,0,1,1,2.19,2.12,2.16,2.21,2021,
CUSCO+PAUCARTAMBO+COLQUEPATA,1,15,200,54,0,2,0,0,0,0,4,4,8,0,2.19,2.12,2.16,2.21,2021,
CUSCO+PAUCARTAMBO+HUANCARANI,1,17,488.75,12,1,5,0,0,1,10,25,0,6,1,2.19,2.12,2.16,2.21,2021,
CUSCO+PAUCARTAMBO+PAUCARTAMBO,1,22,216,50,1,3,6,60,0,0,6,0,12,11,2.14,2,2.28,2.28,2021,
CUSCO+QUISPICANCHI+ANDAHUAYLILLAS,1,19,257,40,1,0,1,10,1,5,0,0,7,3,2.19,2.12,2.16,2.21,2021,
CUSCO+QUISPICANCHI+CAMANTI,1,20,220,40,0,1,10,10,0,0,0,0,4,0,2.19,2.12,2.16,2.21,2021,
CUSCO+QUISPICANCHI+CCATCA,2,35,617.72,73,1,2,15,15,5,5,7,3,15,2,2.19,2.12,2.16,2.21,2021,
CUSCO+QUISPICANCHI+HUARO,1,21,252,40,1,1,4,10,0,0,0,0,6,4,2.19,2.12,2.16,2.21,2021,
CUSCO+QUISPICANCHI+LUCRE,2,47,244.24,65,1,9,8,83,4,40,17,3,9,2,3.22,2.39,1.89,2.11,2021,
CUSCO+QUISPICANCHI+MARCAPATA,1,22,286,16,0,3,1,10,1,10,6,2,8,3,2.19,2.12,2.16,2.21,2021,
CUSCO+QUISPICANCHI+OCONGATE,1,21,336.8,30,1,1,1,12,0,0,5,0,24,3,2.36,2.5,2.07,2.57,2021,
CUSCO+QUISPICANCHI+OROPESA,1,25,281.81,12,1,4,4,40,1,10,0,0,16,5,2.13,1.61,2.09,2.04,2021,
CUSCO+QUISPICANCHI+QUIQUIJANA,1,21,261,30,1,4,0,0,0,0,10,3,8,3,2.33,1.47,2.2,2.2,2021,
CUSCO+QUISPICANCHI+URCOS,1,65,407.76,13,1,3,3,30,1,10,16,3,25,10,2.19,2.12,2.16,2.21,2021,
CUSCO+URUBAMBA+CHINCHERO,1,21,225,30,1,3,5,60,0,0,0,2,9,4,1.69,1.44,1.5,1.5,2021,
CUSCO+URUBAMBA+HUAYLLABAMBA,1,17,133,64,0,1,1,10,0,0,0,0,10,5,2.11,2.79,2.05,2.32,2021,
CUSCO+URUBAMBA+MACHUPICCHU,1,23,336.65,19,1,2,4,40,1,20,6,0,46,1,2.29,2.18,2.41,2.35,2021,1
CUSCO+URUBAMBA+MARAS,1,18,85,25,1,2,2,0,2,0,6,3,11,4,2.19,2.12,2.16,2.21,2021,1
CUSCO+URUBAMBA+OLLANTAYTAMBO,1,36,157.4,52,1,3,2,8,0,0,0,4,36,1,2.19,2.12,2.16,2.21,2021,
CUSCO+URUBAMBA+URUBAMBA,1,68,537,68,1,2,28,280,3,60,26,10,31,7,1.94,1.9,1.79,1.85,2021,4
HUANCAVELICA+ACOBAMBA+ACOBAMBA,1,34,472,60,1,2,15,180,2,10,9,1,12,4,1.95,2.16,2.23,2.15,2021,
HUANCAVELICA+ACOBAMBA+MARCAS,1,25,292,40,0,4,8,72,1,4,6,0,1,2,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+ACOBAMBA+PAUCARA,1,33,240,52,1,4,24,240,11,11,0,1,13,1,1.88,2.23,2.19,2.18,2021,
HUANCAVELICA+ANGARAES+CCOCHACCASA,1,15,1000,1,0,1,1,10,1,10,3,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+ANGARAES+CONGALLA,1,25,362,1,0,2,0,10,0,0,9,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+ANGARAES+JULCAMARCA,1,18,540.5,1,0,2,1,15,0,0,5,0,1,9,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+ANGARAES+LIRCAY,1,35,268.76,6,0,0,6,64,0,0,0,1,17,4,1.74,1.77,2.71,2.66,2021,1
HUANCAVELICA+CASTROVIRREYNA+ARMA,1,17,220.7,6,1,2,0,0,2,12,9,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CASTROVIRREYNA+AURAHUA,1,13,369.95,18,1,2,0,0,0,0,3,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CASTROVIRREYNA+CASTROVIRREYNA,1,23,173.86,11,1,1,12,7,10,8,8,2,2,3,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CASTROVIRREYNA+CHUPAMARCA,1,15,618.23,4,0,2,1,10,1,1,0,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CASTROVIRREYNA+HUACHOS,1,16,460,13,1,4,1,10,1,2,12,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CASTROVIRREYNA+TANTARA,1,11,450,11,1,5,3,30,3,12,0,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CASTROVIRREYNA+TICRAPO,1,15,120,20,1,3,1,6,2,5,3,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CHURCAMPA+ANCO,1,25,221.6,15,1,3,4,40,1,5,5,0,3,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CHURCAMPA+CHURCAMPA,1,21,337.9,50,1,2,24,288,0,0,3,2,12,1,2,2.15,1.98,2.02,2021,1
HUANCAVELICA+CHURCAMPA+PAUCARBAMBA,2,34,508.98,27,2,4,17,130,2,25,16,0,2,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CHURCAMPA+SAN MIGUEL DE MAYOCC,1,23,150,1,1,2,0,0,0,0,3,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+CHURCAMPA+SAN PEDRO DE CORIS,1,23,180,52,0,4,7,70,3,15,0,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+HUANCAVELICA+ACOBAMBILLA,1,17,600,1,1,2,0,0,1,2,9,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+HUANCAVELICA+ACORIA,1,20,142,70,1,2,4,40,1,12,6,1,6,4,1.94,2.03,2.68,2.74,2021,
HUANCAVELICA+HUANCAVELICA+HUACHOCOLPA,1,24,116.25,30,1,3,1,10,0,0,9,0,6,1,2.19,2.12,2.16,2.21,2021,1
HUANCAVELICA+HUANCAVELICA+HUANCAVELICA,1,128,120,50,1,2,0,0,0,0,75,15,40,8,2,1.91,1.95,2,2021,2
HUANCAVELICA+HUANCAVELICA+HUANDO,1,23,389.96,0,0,1,1,10,0,0,18,9,4,1,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+HUANCAVELICA+IZCUCHACA,1,28,521.65,1,0,6,1,10,0,0,15,3,1,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+HUANCAVELICA+MOYA,1,15,160,18,1,5,0,0,0,0,0,0,0,0,2.19,2.12,2.16,2.21,2021,1
HUANCAVELICA+HUANCAVELICA+YAULI,1,25,1130.2,0,1,3,1,10,1,4,15,2,8,7,2.35,2.12,3,2.47,2021,
HUANCAVELICA+HUAYTARA+CORDOVA,1,10,347.4,8,1,0,2,20,0,0,0,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+HUAYTARA+HUAYTARA,1,10,750.5,9,1,0,6,10,1,3,0,0,6,2,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+HUAYTARA+PILPICHACA,1,25,640,0,1,4,13,10,3,5,8,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+HUAYTARA+SANTIAGO DE CHOCORVOS,1,10,170,10,1,0,2,7,0,4,0,0,0,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+TAYACAJA+ACOSTAMBO,1,25,165,22,1,0,0,0,0,0,9,0,1,2,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+TAYACAJA+AHUAYCHA,1,23,375,23,0,6,0,0,1,3,4,0,3,2,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+TAYACAJA+COLCABAMBA,1,30,1500,16,0,3,3,10,0,0,3,1,6,2,2.03,2.02,2.19,2.21,2021,
HUANCAVELICA+TAYACAJA+HUACHOCOLPA,1,14,528,20,1,5,3,24,0,0,0,1,4,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+TAYACAJA+PAMPAS,1,39,140,20,1,6,23,233,3,3,10,3,16,8,2.03,2.09,2.11,2.1,2021,1
HUANCAVELICA+TAYACAJA+PAZOS,1,20,50,21,1,3,2,20,0,0,3,0,0,0,2.66,3.27,2.95,2.95,2021,
HUANCAVELICA+TAYACAJA+QUICHUAS,1,29,306,0,1,4,1,10,1,4,9,2,4,0,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+TAYACAJA+SURCUBAMBA,1,29,600,9,1,0,2,20,0,0,9,0,5,2,2.19,2.12,2.16,2.21,2021,
HUANCAVELICA+TAYACAJA+TINTAY PUNCU,1,18,50.22,6,1,2,0,0,0,0,3,0,4,2,2.19,2.12,2.16,2.21,2021,
HUANUCO+AMBO+AMBO,1,69,339.24,30,1,12,3,10,0,0,9,3,14,10,2.37,2.35,2.67,2.63,2021,2
HUANUCO+AMBO+CAYNA,1,18,400,12,1,3,1,10,0,0,13,1,4,4,2.19,2.12,2.16,2.21,2021,
HUANUCO+AMBO+SAN RAFAEL,1,25,289,16,1,0,4,20,0,0,0,1,4,1,2.19,2.12,2.16,2.21,2021,
HUANUCO+DOS DE MAYO+LA UNION,1,31,364.07,24,1,1,10,10,0,0,0,0,11,7,1.89,1.89,1.74,2.11,2021,
HUANUCO+HUACAYBAMBA+HUACAYBAMBA,1,23,334.64,5,0,3,3,30,0,0,5,1,7,3,2.19,2.12,2.16,2.21,2021,
HUANUCO+HUAMALIES+LLATA,1,29,571.8,5,0,3,5,30,0,0,4,4,16,1,2.35,2.11,2.11,2.14,2021,
HUANUCO+HUAMALIES+MONZON,3,54,706,27,1,9,13,132,1,10,13,5,9,1,2.14,2.11,2.24,2.16,2021,1
HUANUCO+HUANUCO+AMARILIS,1,119,500,37,1,6,20,200,4,60,20,6,46,13,2.13,2.12,1.92,1.95,2021,12
HUANUCO+HUANUCO+CHINCHAO,1,39,168,1,1,5,4,43,0,0,6,0,4,1,1.64,1.91,2.18,2.18,2021,2
HUANUCO+HUANUCO+CHURUBAMBA,1,23,420,34,1,2,1,10,0,0,1,1,13,1,3.31,3.38,3.44,3.44,2021,1
HUANUCO+HUANUCO+HUANUCO,1,118,70,55,0,2,12,140,3,100,41,9,73,5,2.15,1.93,2.04,2.04,2021,20
HUANUCO+HUANUCO+MARGOS,1,18,396,10,0,1,12,130,1,10,5,3,4,0,1.53,1.16,2.05,2.05,2021,
HUANUCO+HUANUCO+PILLCO MARCA,1,86,173.91,8,1,3,3,36,1,10,24,9,16,13,2.09,2.04,2.16,2.12,2021,10
HUANUCO+HUANUCO+SAN PEDRO DE CHAULAN,1,18,596.6,12,0,3,0,0,0,0,18,0,2,1,2.19,2.12,2.16,2.21,2021,
HUANUCO+LAURICOCHA+JESUS,1,23,200,23,1,2,10,100,0,0,0,2,2,1,1.75,1,1.44,1.44,2021,
HUANUCO+LAURICOCHA+RONDOS,1,19,800,60,0,2,0,0,0,0,3,1,6,0,2.19,2.12,2.16,2.21,2021,
HUANUCO+LAURICOCHA+SAN MIGUEL DE CAURI,1,17,98,10,0,2,5,50,0,0,6,1,11,3,2.19,2.12,2.16,2.21,2021,
HUANUCO+LEONCIO PRADO+DANIEL ALOMIA ROBLES,1,23,518,7,1,6,0,0,0,0,6,1,5,2,2.19,2.12,2.16,2.21,2021,
HUANUCO+LEONCIO PRADO+JOSE CRESPO Y CASTILLO,1,38,1227.77,1,1,7,6,80,1,22,15,3,13,2,2.05,2,2.42,2.53,2021,
HUANUCO+LEONCIO PRADO+MARIANO DAMASO BERAUN,1,21,181,12,1,6,10,12,0,0,3,3,8,5,2.62,3,3.25,3,2021,
HUANUCO+LEONCIO PRADO+PUEBLO NUEVO,1,21,100,15,1,1,1,12,0,0,0,3,3,2,2.19,2.12,2.16,2.21,2021,
HUANUCO+LEONCIO PRADO+RUPA-RUPA,2,112,3250,1,2,8,6,72,1,5,32,10,43,5,2.32,2.19,2.16,2.2,2021,8
HUANUCO+PACHITEA+PANAO,1,41,664,3,0,2,9,90,1,8,12,6,19,4,2.19,2.12,2.16,2.21,2021,
HUANUCO+PUERTO INCA+CODO DEL POZUZO,1,10,600,6,0,2,4,40,0,0,3,0,8,3,2.19,2.12,2.16,2.21,2021,
HUANUCO+PUERTO INCA+HONORIA,1,9,400,5,1,2,1,10,0,0,0,1,2,1,2.19,2.12,2.16,2.21,2021,
HUANUCO+PUERTO INCA+PUERTO INCA,1,25,353.5,5,1,4,1,10,0,0,4,1,11,9,1.86,2.07,1.79,1.83,2021,1
HUANUCO+PUERTO INCA+TOURNAVISTA,1,8,261.25,6,1,5,2,50,1,12,9,3,6,4,2.19,2.12,2.16,2.21,2021,1
HUANUCO+PUERTO INCA+YUYAPICHIS,1,10,600,5,0,0,0,0,0,0,0,0,6,6,2.19,2.12,2.16,2.21,2021,
HUANUCO+YAROWILCA+CHAVINILLO,1,28,192.41,24,1,2,2,20,2,22,3,1,6,0,2.19,2.12,2.16,2.21,2021,
ICA+CHINCHA+ALTO LARAN,1,26,90,20,1,6,15,151,1,14,30,1,15,5,2.08,2.12,2,2,2021,
ICA+CHINCHA+CHINCHA ALTA,1,117,810,9,1,5,3,10,5,3,10,3,24,18,2.07,1.78,2.05,2.09,2021,5
ICA+CHINCHA+CHINCHA BAJA,1,22,254,11,1,2,1,10,1,10,6,1,7,5,2.11,1.95,2.26,2.21,2021,2
ICA+CHINCHA+EL CARMEN,1,17,419.18,15,1,1,3,10,2,11,0,1,29,6,2.19,2.12,2.16,2.21,2021,4
ICA+CHINCHA+GROCIO PRADO,1,37,308.59,11,1,4,20,352,4,59,12,6,22,6,1.95,1.95,1.4,1.7,2021,4
ICA+CHINCHA+PUEBLO NUEVO,1,85,327.8,19,0,6,204,999,2,23,0,1,15,12,2.1,1.9,1.9,1.9,2021,5
ICA+CHINCHA+SUNAMPE,1,33,732.4,19,1,6,6,60,2,20,12,4,38,5,1.73,1.65,1.85,1.69,2021,6
ICA+CHINCHA+TAMBO DE MORA,1,20,239,42,0,1,6,72,1,18,12,0,4,4,2.19,2.12,2.16,2.21,2021,
ICA+ICA+ICA,1,171,586.96,30,1,8,222,999,26,26,45,14,91,54,2.02,1.86,1.97,2.01,2021,39
ICA+ICA+LOS AQUIJES,1,36,234,25,1,6,26,268,1,10,0,28,27,7,2.24,2.16,2.4,2.45,2021,3
ICA+ICA+OCUCAJE,1,22,412,23,1,4,6,60,1,14,12,2,7,1,2.56,2.44,2.5,2.69,2021,
ICA+ICA+PACHACUTEC,1,28,380,10,1,3,25,250,0,0,6,2,7,6,2.19,2.12,2.16,2.21,2021,
ICA+ICA+PARCONA,1,55,45,5,1,2,53,543,0,0,18,6,34,15,2.17,2.07,2.15,2.17,2021,2
ICA+ICA+PUEBLO NUEVO,1,33,210,19,0,5,7,74,4,12,8,2,11,3,2.19,2.12,2.16,2.21,2021,
ICA+ICA+SALAS,2,63,674.62,30,2,2,28,320,2,2,67,19,60,10,2.3,2.25,2.23,2.3,2021,2
ICA+ICA+SAN JOSE DE LOS MOLINOS,1,21,400,27,1,1,14,150,2,30,24,9,5,6,2.19,2.12,2.16,2.21,2021,
ICA+ICA+SAN JUAN BAUTISTA,1,34,247,12,1,2,0,0,0,0,22,13,15,6,2.27,2.32,2.55,2.59,2021,1
ICA+ICA+SANTIAGO,1,36,400,15,1,5,20,220,1,38,28,20,9,6,2.48,2.26,2.22,2.3,2021,
ICA+ICA+SUBTANJALLA,1,40,350.34,11,1,3,10,100,0,0,3,3,27,14,1.95,1.75,2.11,2.2,2021,4
ICA+PALPA+PALPA,1,37,591.4,13,1,20,18,18,6,6,38,15,4,4,2.59,2.59,2.47,2.65,2021,1
ICA+PISCO+HUMAY,1,23,450,25,1,5,6,52,0,0,0,1,27,12,2.47,2.35,2.82,2.94,2021,1
ICA+PISCO+INDEPENDENCIA,1,20,245.6,10,1,1,16,10,0,0,10,3,14,4,2.07,2.07,2.43,2.43,2021,1
ICA+PISCO+PARACAS,1,40,1144.38,20,1,2,10,100,1,10,0,3,40,3,1.89,1.89,1.33,1.33,2021,2
ICA+PISCO+PISCO,2,227,1324.4,21,2,9,11,67,2,10,139,27,95,20,2.07,2.08,1.85,1.89,2021,57
ICA+PISCO+SAN ANDRES,1,40,268.43,13,1,4,8,80,1,10,6,6,13,6,2.45,2.4,3.02,3.06,2021,13
ICA+PISCO+SAN CLEMENTE,1,47,287.93,30,0,2,13,232,1,11,16,6,18,7,2.58,2.29,2.79,2.79,2021,13
ICA+PISCO+TUPAC AMARU INCA,1,29,208,24,1,2,3,45,0,0,12,3,32,9,2.19,2.22,2.44,2.44,2021,7
JUNIN+CHANCHAMAYO+CHANCHAMAYO,1,83,283.93,50,1,12,7,109,2,37,96,24,24,10,2.27,2.35,2.19,2.19,2021,4
JUNIN+CHANCHAMAYO+PERENE,1,32,132.6,37,1,4,7,76,0,0,12,2,46,10,1.93,1.87,2.09,2.1,2021,1
JUNIN+CHANCHAMAYO+PICHANAQUI,1,105,805,26,1,2,19,217,1,10,49,14,30,7,1.84,2.21,1.95,1.95,2021,
JUNIN+CHANCHAMAYO+SAN LUIS DE SHUARO,1,24,143,24,1,0,2,10,2,8,0,3,5,1,2.19,2.12,2.16,2.21,2021,
JUNIN+CHANCHAMAYO+SAN RAMON,1,50,326,54,1,8,2,48,1,18,7,1,14,5,2.21,2,2.29,2.29,2021,1
JUNIN+CHUPACA+CHUPACA,1,165,614,60,1,21,8,89,10,106,62,12,34,4,1.86,1.81,2.1,2.1,2021,4
JUNIN+CONCEPCION+COMAS,1,25,140.6,9,1,1,1,10,0,0,12,0,2,1,2.19,2.12,2.16,2.21,2021,
JUNIN+CONCEPCION+CONCEPCION,1,116,504,34,1,12,1,10,3,30,24,18,21,8,2.08,1.96,1.84,1.72,2021,2
JUNIN+CONCEPCION+ORCOTUNA,1,57,638,26,1,18,0,0,3,14,9,1,1,4,2.18,1.76,2.65,2.59,2021,
JUNIN+HUANCAYO+CHILCA,1,211,257.59,17,1,4,45,30,4,30,59,9,78,16,2.04,1.89,2.22,2.3,2021,4
JUNIN+HUANCAYO+CHONGOS ALTO,1,27,456,30,0,2,0,0,0,0,4,0,1,2,2.19,2.12,2.16,2.21,2021,
JUNIN+HUANCAYO+EL TAMBO,1,243,500,1,1,4,33,330,0,0,10,10,72,9,2.03,1.9,1.98,2.07,2021,28
JUNIN+HUANCAYO+HUANCAYO,1,312,341.64,55,1,1,23,248,1,10,21,21,94,36,2.12,1.99,2,2.09,2021,10
JUNIN+HUANCAYO+HUAYUCACHI,1,73,400,1,1,4,6,66,3,42,8,0,0,0,2,2.05,2.45,2.55,2021,
JUNIN+HUANCAYO+SAN AGUSTIN,1,55,339.9,25,1,6,6,60,4,50,14,6,8,3,2.33,2.22,1.56,1.61,2021,
JUNIN+HUANCAYO+SAN JERONIMO DE TUNAN,1,58,289.55,26,1,5,12,129,1,9,12,6,9,3,2.19,2.12,2.16,2.21,2021,1
JUNIN+HUANCAYO+SANTO DOMINGO DE ACOBAMBA,1,30,230,15,0,2,4,40,0,0,2,0,0,0,2.19,2.12,2.16,2.21,2021,
JUNIN+HUANCAYO+SAPALLANGA,1,76,659.2,77,1,5,3,30,0,0,41,8,8,3,2.26,2,2.53,2.63,2021,
JUNIN+HUANCAYO+SICAYA,1,64,260.34,25,1,4,13,136,1,37,12,0,0,0,2.31,3.34,2.34,2.38,2021,
JUNIN+JAUJA+ACOLLA,1,35,139.68,51,1,5,5,50,1,12,10,0,2,3,2.62,2.25,2.19,2.25,2021,
JUNIN+JAUJA+APATA,1,38,441,10,1,7,24,250,1,10,10,2,6,5,2.19,2.12,2.16,2.21,2021,
JUNIN+JAUJA+CANCHAYLLO,1,28,182,80,1,0,5,50,1,10,30,0,1,1,2.19,2.12,2.16,2.21,2021,
JUNIN+JAUJA+JAUJA,1,124,465.11,41,1,3,34,442,12,120,62,12,10,4,2.34,1.8,1.94,1.94,2021,4
JUNIN+JAUJA+SINCOS,1,32,380,24,1,6,8,10,0,0,8,0,1,0,2.19,2.12,2.16,2.21,2021,
JUNIN+JUNIN+CARHUAMAYO,1,24,136,22,1,2,7,70,7,7,6,2,7,4,2.14,2.14,1.57,1.57,2021,
JUNIN+JUNIN+JUNIN,1,39,132,30,0,3,4,40,0,0,9,0,10,2,1.69,1.91,1.86,1.86,2021,
JUNIN+JUNIN+ULCUMAYO,1,24,120,12,0,6,2,20,0,0,5,0,4,0,2.19,2.12,2.16,2.21,2021,
JUNIN+SATIPO+MAZAMARI,1,77,390.45,10,1,2,8,84,0,0,11,2,20,4,1.91,2.09,2.25,2.34,2021,2
JUNIN+SATIPO+PANGOA,1,82,740,30,1,2,14,143,1,15,32,8,27,10,2.2,2.07,2.93,2.4,2021,2
JUNIN+SATIPO+RIO NEGRO,1,32,2000,3,1,3,9,102,2,22,4,6,5,3,2.19,2.12,2.16,2.21,2021,
JUNIN+SATIPO+SATIPO,1,105,2473.4,47,1,4,10,173,0,0,26,15,30,25,1.93,2.53,2.07,2.07,2021,2
JUNIN+TARMA+ACOBAMBA,1,21,150,87,1,3,1,10,0,0,9,2,2,2,1.94,1.83,2.11,2.06,2021,
JUNIN+TARMA+HUASAHUASI,1,23,50,10,1,0,8,8,0,0,0,2,4,4,2.19,2.12,2.16,2.21,2021,1
JUNIN+TARMA+PALCA,1,15,264,40,0,10,4,12,0,0,1,45,2,2,2.46,2.15,2.77,2.77,2021,
JUNIN+TARMA+TARMA,1,96,1314.23,100,1,3,3,30,0,0,21,9,32,11,2.01,2.12,2.29,2.39,2021,1
JUNIN+YAULI+LA OROYA,1,97,1000,80,1,5,17,170,1,10,14,4,25,5,1.74,1.85,1.67,1.72,2021,1
JUNIN+YAULI+MOROCOCHA,1,36,469,5,1,4,9,90,2,7,0,2,18,4,2.19,2.12,2.16,2.21,2021,
LA LIBERTAD+ASCOPE+ASCOPE,1,21,141.7,23,1,0,0,0,0,0,0,3,12,3,2.19,2.12,2.16,2.21,2021,10
LA LIBERTAD+ASCOPE+CASA GRANDE,2,33,930,58,2,8,2,17,0,0,3,3,17,3,2.42,2.3,2.5,2.57,2021,54
LA LIBERTAD+ASCOPE+CHICAMA,3,42,412.57,90,3,12,7,78,2,8,9,10,21,5,2.5,2.25,2.08,2.1,2021,13
LA LIBERTAD+ASCOPE+CHOCOPE,1,24,180,33,1,2,1,12,0,0,15,15,2,1,2.19,2.12,2.16,2.21,2021,15
LA LIBERTAD+ASCOPE+MAGDALENA DE CAO,1,10,176,34,1,6,0,0,0,0,0,0,0,0,2.19,2.12,2.16,2.21,2021,1
LA LIBERTAD+ASCOPE+PAIJAN,1,53,6511.1,1.5,1,4,4,40,0,0,60,3,14,6,2,1.74,1.95,1.89,2021,37
LA LIBERTAD+ASCOPE+RAZURI,1,14,200,30,1,3,2,28,0,0,0,0,10,6,2.19,2.12,2.16,2.21,2021,6
